"X","Dickeya_dadantii_3937","Dickeya_dianthicola_67_19","Dickeya_dianthicola_ME23","Dda3937_locus","DdiaME23_locus","Ddia6719_locus"
"group_02195","WP_013319828.1","WP_192989660.1","WP_024107628.1","DDA3937_RS19895","DZA65_RS21095","HGI48_RS20050"
"group_02196","WP_042318249.1","WP_192991431.1","WP_024105273.1","DDA3937_RS07540","DZA65_RS07915","HGI48_RS07405"
"group_02197","WP_013319053.1","WP_024106930.1","WP_024109118.1","DDA3937_RS15980","DZA65_RS17180","HGI48_RS16095"
"group_02198","WP_013317034.1","WP_192990719.1","WP_024105138.1","DDA3937_RS06550","DZA65_RS06950","HGI48_RS06600"
"group_02199","WP_013319752.1","WP_192989610.1","WP_024107567.1","DDA3937_RS19530","DZA65_RS20745","HGI48_RS19660"
"group_02200","WP_033111493.1","WP_192989768.1","WP_024104062.1","DDA3937_RS00375","DZA65_RS21980","HGI48_RS20995"
"group_02201","WP_013317408.1","WP_024109233.1","WP_024109233.1","DDA3937_RS08260","DZA65_RS19770","HGI48_RS18635"
"group_02202","WP_013318597.1","WP_192990792.1","WP_024106436.1","DDA3937_RS13860","DZA65_RS07610","HGI48_RS07105"
"group_02203","WP_013315840.1","WP_161132040.1","WP_024104103.1","DDA3937_RS00640","DZA65_RS21760","HGI48_RS20750"
"group_02204","WP_013318396.1","WP_192988769.1","WP_024106345.1","DDA3937_RS12920","DZA65_RS13455","HGI48_RS12995"
"group_02205","WP_033112249.1","WP_024105136.1","WP_024105136.1","DDA3937_RS06540","DZA65_RS06940","HGI48_RS06590"
"group_02206","WP_013317488.1","WP_161132209.1","WP_024105524.1","DDA3937_RS08605","DZA65_RS09040","HGI48_RS08745"
"group_02207","WP_013319287.1","WP_192989322.1","WP_024107127.1","DDA3937_RS17180","DZA65_RS18320","HGI48_RS17235"
"group_02208","WP_013317337.1","WP_192990874.1","WP_024105386.1","DDA3937_RS07925","DZA65_RS08275","HGI48_RS07680"
"group_02209","WP_033111989.1","WP_192989100.1","WP_024106785.1","DDA3937_RS15355","DZA65_RS16250","HGI48_RS15430"
"group_02210","WP_033111584.1","WP_192990237.1","WP_024104523.1","DDA3937_RS02925","DZA65_RS03065","HGI48_RS02885"
"group_02211","WP_013316923.1","WP_161131532.1","WP_024107942.1","DDA3937_RS05965","DZA65_RS06360","HGI48_RS06015"
"group_02212","WP_013315923.1","WP_192989994.1","WP_024104176.1","DDA3937_RS01085","DZA65_RS01140","HGI48_RS01075"
"group_02213","WP_013318729.1","WP_192988945.1","WP_024106616.1","DDA3937_RS14420","DZA65_RS15320","HGI48_RS14390"
"group_02214","WP_013318861.1","WP_192989051.1","WP_024106715.1","DDA3937_RS15035","DZA65_RS15865","HGI48_RS15115"
"group_02215","WP_033111701.1","WP_192990662.1","WP_024105063.1","DDA3937_RS06100","DZA65_RS06495","HGI48_RS06145"
"group_02216","WP_013317027.1","WP_024105130.1","WP_024105130.1","DDA3937_RS06500","DZA65_RS06895","HGI48_RS06545"
"group_02217","WP_013319544.1","WP_192989477.1","WP_024107346.1","DDA3937_RS18420","DZA65_RS19490","HGI48_RS18350"
"group_02218","WP_013320040.1","WP_192989895.1","WP_024107832.1","DDA3937_RS21010","DZA65_RS00235","HGI48_RS00230"
"group_02219","WP_013317926.1","WP_192991296.1","WP_024105924.1","DDA3937_RS10680","DZA65_RS11150","HGI48_RS10680"
"group_02220","WP_013315948.1","WP_192990012.1","WP_024104196.1","DDA3937_RS01210","DZA65_RS01250","HGI48_RS01205"
"group_02221","WP_013317569.1","WP_192989559.1","WP_024105224.1","DDA3937_RS08995","DZA65_RS07360","HGI48_RS19020"
"group_02222","WP_033112337.1","WP_161142934.1","WP_024108851.1","DDA3937_RS12265","DZA65_RS12795","HGI48_RS12355"
"group_02223","WP_013318237.1","WP_192991483.1","WP_024106210.1","DDA3937_RS12175","DZA65_RS12710","HGI48_RS12270"
"group_02224","WP_033111729.1","WP_192990934.1","WP_024105464.1","DDA3937_RS07195","DZA65_RS08655","HGI48_RS08060"
"group_02225","WP_013316028.1","WP_024104257.1","WP_024104257.1","DDA3937_RS01645","DZA65_RS01615","HGI48_RS01545"
"group_02226","WP_013319430.1","WP_192989411.1","WP_024109193.1","DDA3937_RS17870","DZA65_RS18955","HGI48_RS17810"
"group_02227","WP_171849479.1","WP_192991546.1","WP_035045481.1","DDA3937_RS17165","DZA65_RS18300","HGI48_RS17220"
"group_02228","WP_013316922.1","WP_161131533.1","WP_024108475.1","DDA3937_RS05960","DZA65_RS06355","HGI48_RS06010"
"group_02229","WP_013317239.1","WP_161132827.1","WP_024105262.1","DDA3937_RS07475","DZA65_RS07860","HGI48_RS07350"
"group_02230","WP_013318329.1","WP_192988729.1","WP_024106292.1","DDA3937_RS12615","DZA65_RS13130","HGI48_RS12675"
"group_02231","WP_013317899.1","WP_192991277.1","WP_024105899.1","DDA3937_RS10545","DZA65_RS11025","HGI48_RS10545"
"group_02232","WP_013316217.1","WP_029729251.1","WP_024108160.1","DDA3937_RS02530","DZA65_RS02580","HGI48_RS02475"
"group_02233","WP_013316559.1","WP_192990254.1","WP_024108282.1","DDA3937_RS04190","DZA65_RS04080","HGI48_RS02975"
"group_02234","WP_013317052.1","WP_192990727.1","WP_024105152.1","DDA3937_RS06640","DZA65_RS07015","HGI48_RS06660"
"group_02235","WP_013317721.1","WP_192991155.1","WP_024105710.1","DDA3937_RS09680","DZA65_RS10000","HGI48_RS09690"
"group_02236","WP_033112383.1","WP_192989046.1","WP_024106708.1","DDA3937_RS14985","DZA65_RS15825","HGI48_RS15080"
"group_02237","WP_013317398.1","WP_024107411.1","WP_024109234.1","DDA3937_RS08210","DZA65_RS19820","HGI48_RS18685"
"group_02238","WP_013318041.1","WP_192988546.1","WP_024106014.1","DDA3937_RS11205","DZA65_RS11585","HGI48_RS11240"
"group_02239","WP_013319136.1","WP_161132125.1","WP_024104719.1","DDA3937_RS16425","DZA65_RS03920","HGI48_RS03790"
"group_02240","WP_013317322.1","WP_192990863.1","WP_103415748.1","DDA3937_RS07860","DZA65_RS08180","HGI48_RS07625"
"group_02241","WP_013317516.1","WP_192991035.1","WP_024105543.1","DDA3937_RS08740","DZA65_RS09130","HGI48_RS08825"
"group_02242","WP_033111540.1","WP_192990056.1","WP_024104273.1","DDA3937_RS01735","DZA65_RS01705","HGI48_RS01630"
"group_02243","WP_013315833.1","WP_192989741.1","WP_024104096.1","DDA3937_RS00605","DZA65_RS21795","HGI48_RS20785"
"group_02244","WP_013316274.1","WP_192990220.1","WP_024104501.1","DDA3937_RS02810","DZA65_RS02940","HGI48_RS02785"
"group_02245","WP_013318560.1","WP_192988864.1","WP_024106536.1","DDA3937_RS13705","DZA65_RS14290","HGI48_RS13800"
"group_02246","WP_139348368.1","WP_192991542.1","WP_024107035.1","DDA3937_RS16650","DZA65_RS17810","HGI48_RS16720"
"group_02247","WP_013318862.1","WP_192989052.1","WP_024106716.1","DDA3937_RS15040","DZA65_RS15870","HGI48_RS15120"
"group_02248","WP_013317656.1","WP_192991114.1","WP_046830396.1","DDA3937_RS09370","DZA65_RS09695","HGI48_RS09385"
"group_02249","WP_033111999.1","WP_192989137.1","WP_024109093.1","DDA3937_RS15590","DZA65_RS16765","HGI48_RS15690"
"group_02250","WP_033111712.1","WP_192990749.1","WP_024105191.1","DDA3937_RS06815","DZA65_RS07190","HGI48_RS06850"
"group_02251","WP_013319490.1","WP_192991554.1","WP_026594849.1","DDA3937_RS18165","DZA65_RS19260","HGI48_RS18110"
"group_02252","WP_013319175.1","WP_192989250.1","WP_024107028.1","DDA3937_RS16615","DZA65_RS17775","HGI48_RS16685"
"group_02253","WP_013317847.1","WP_192991241.1","WP_103415869.1","DDA3937_RS10280","DZA65_RS10765","HGI48_RS10290"
"group_02254","WP_012768072.1","WP_012768072.1","WP_012768072.1","DDA3937_RS19445","DZA65_RS20650","HGI48_RS19565"
"group_02255","WP_013316635.1","WP_192990464.1","WP_024104772.1","DDA3937_RS04560","DZA65_RS04440","HGI48_RS04520"
"group_02256","WP_033112373.1","WP_192991518.1","WP_024106624.1","DDA3937_RS14460","DZA65_RS15365","HGI48_RS14430"
"group_02257","WP_013316061.1","WP_024104287.1","WP_024104287.1","DDA3937_RS01810","DZA65_RS01780","HGI48_RS01705"
"group_02258","WP_013318743.1","WP_192988954.1","WP_024106629.1","DDA3937_RS14485","DZA65_RS15390","HGI48_RS14455"
"group_02259","WP_013316626.1","WP_192990455.1","WP_024104764.1","DDA3937_RS04515","DZA65_RS04395","HGI48_RS04475"
"group_02260","WP_013318674.1","WP_192988913.1","WP_024106566.1","DDA3937_RS14165","DZA65_RS14820","HGI48_RS14150"
"group_02261","WP_013318715.1","WP_192988937.1","WP_024109018.1","DDA3937_RS14360","DZA65_RS15260","HGI48_RS14335"
"group_02262","WP_013319389.1","WP_192989390.1","WP_024107214.1","DDA3937_RS17655","DZA65_RS18790","HGI48_RS17660"
"group_02263","WP_013317661.1","WP_192991117.1","WP_024105656.1","DDA3937_RS09395","DZA65_RS09720","HGI48_RS09410"
"group_02264","WP_013319278.1","WP_192989316.1","WP_024107119.1","DDA3937_RS17135","DZA65_RS18270","HGI48_RS17185"
"group_02265","WP_013319557.1","WP_192989482.1","WP_024107359.1","DDA3937_RS18485","DZA65_RS19545","HGI48_RS18405"
"group_02266","WP_033111903.1","WP_192988659.1","WP_026594756.1","DDA3937_RS12050","DZA65_RS12590","HGI48_RS12145"
"group_02267","WP_139348375.1","WP_161131634.1","WP_024109311.1","DDA3937_RS20395","DZA65_RS00860","HGI48_RS00805"
"group_02268","WP_013317769.1","WP_192991190.1","WP_024105759.1","DDA3937_RS09930","DZA65_RS10270","HGI48_RS09935"
"group_02269","WP_193345742.1","WP_192988820.1","WP_024106458.1","DDA3937_RS13340","DZA65_RS13870","HGI48_RS13385"
"group_02270","WP_013316819.1","WP_024104945.1","WP_024104945.1","DDA3937_RS05455","DZA65_RS05840","HGI48_RS05515"
"group_02271","WP_013317813.1","WP_012884856.1","WP_012884856.1","DDA3937_RS10140","DZA65_RS10585","HGI48_RS10170"
"group_02272","WP_013317889.1","WP_024105889.1","WP_024105889.1","DDA3937_RS10495","DZA65_RS10975","HGI48_RS10495"
"group_02273","WP_013319547.1","WP_161143005.1","WP_024107350.1","DDA3937_RS18440","DZA65_RS19510","HGI48_RS18370"
"group_02274","WP_013316934.1","WP_192990653.1","WP_024105048.1","DDA3937_RS06020","DZA65_RS06415","HGI48_RS06065"
"group_02275","WP_033112403.1","WP_162928392.1","WP_162928392.1","DDA3937_RS16745","DZA65_RS17890","HGI48_RS16815"
"group_02276","WP_013317878.1","WP_192991262.1","WP_024105879.1","DDA3937_RS10440","DZA65_RS10920","HGI48_RS10445"
"group_02277","WP_033111484.1","WP_192989802.1","WP_072145053.1","DDA3937_RS00110","DZA65_RS22230","HGI48_RS21255"
"group_02278","WP_013317461.1","WP_024105506.1","WP_035045277.1","DDA3937_RS08490","DZA65_RS08945","HGI48_RS08655"
"group_02279","WP_013315838.1","WP_192989740.1","WP_024104101.1","DDA3937_RS00630","DZA65_RS21770","HGI48_RS20760"
"group_02280","WP_013318317.1","WP_024109971.1","WP_024106280.1","DDA3937_RS12560","DZA65_RS13070","HGI48_RS12615"
"group_02281","WP_013320011.1","WP_161131861.1","WP_024109345.1","DDA3937_RS20870","DZA65_RS00375","HGI48_RS00375"
"group_02282","WP_013316908.1","WP_024105024.1","WP_024105024.1","DDA3937_RS05895","DZA65_RS06275","HGI48_RS05940"
"group_02283","WP_013316975.1","WP_024105081.1","WP_024105081.1","DDA3937_RS06215","DZA65_RS06605","HGI48_RS06260"
"group_02284","WP_013317062.1","WP_024105165.1","WP_024105165.1","DDA3937_RS06690","DZA65_RS07060","HGI48_RS06705"
"group_02285","WP_013316314.1","WP_161143017.1","WP_024104586.1","DDA3937_RS03025","DZA65_RS03190","HGI48_RS03195"
"group_02286","WP_013318472.1","WP_192988811.1","WP_024106407.1","DDA3937_RS13275","DZA65_RS13800","HGI48_RS13325"
"group_02287","WP_013316377.1","WP_192990311.1","WP_024108235.1","DDA3937_RS03350","DZA65_RS03510","HGI48_RS03465"
"group_02288","WP_033112136.1","WP_024107728.1","WP_024107728.1","DDA3937_RS20515","DZA65_RS00755","HGI48_RS00700"
"group_02289","WP_033111906.1","WP_192988679.1","WP_024106212.1","DDA3937_RS12190","DZA65_RS12720","HGI48_RS12280"
"group_02290","WP_013320029.1","WP_192989904.1","WP_103415818.1","DDA3937_RS20960","DZA65_RS00285","HGI48_RS00285"
"group_02291","WP_013319013.1","WP_192989157.1","WP_024106897.1","DDA3937_RS15760","DZA65_RS16925","HGI48_RS15845"
"group_02292","WP_013317825.1","WP_192991227.1","WP_024105830.1","DDA3937_RS10175","DZA65_RS10625","HGI48_RS10205"
"group_02293","WP_013316854.1","WP_024104979.1","WP_024104979.1","DDA3937_RS05640","DZA65_RS06010","HGI48_RS05685"
"group_02294","WP_013316886.1","WP_024109783.1","WP_024108464.1","DDA3937_RS05800","DZA65_RS06175","HGI48_RS05850"
"group_02295","WP_013317469.1","WP_192991015.1","WP_024105513.1","DDA3937_RS08525","DZA65_RS08980","HGI48_RS08690"
"group_02296","WP_013318518.1","WP_024106491.1","WP_024106491.1","DDA3937_RS13515","DZA65_RS14045","HGI48_RS13560"
"group_02297","WP_013318135.1","WP_029729538.1","WP_029729538.1","DDA3937_RS11695","DZA65_RS12240","HGI48_RS11755"
"group_02298","WP_013316144.1","WP_192990130.1","WP_024104380.1","DDA3937_RS02180","DZA65_RS02265","HGI48_RS02135"
"group_02299","WP_013318903.1","WP_192989081.1","WP_024106763.1","DDA3937_RS15235","DZA65_RS16135","HGI48_RS15310"
"group_02300","WP_013319183.1","WP_192989256.1","WP_024107036.1","DDA3937_RS16655","DZA65_RS17815","HGI48_RS16725"
"group_02301","WP_013317704.1","WP_192991143.1","WP_099327169.1","DDA3937_RS09600","DZA65_RS09925","HGI48_RS09615"
"group_02302","WP_013317900.1","WP_192991278.1","WP_024108763.1","DDA3937_RS10550","DZA65_RS11030","HGI48_RS10550"
"group_02303","WP_013320017.1","WP_192989913.1","WP_024107810.1","DDA3937_RS20900","DZA65_RS00345","HGI48_RS00345"
"group_02304","WP_013315958.1","WP_024104203.1","WP_024108094.1","DDA3937_RS01280","DZA65_RS01305","HGI48_RS01260"
"group_02305","WP_013316936.1","WP_192990655.1","WP_013316936.1","DDA3937_RS06030","DZA65_RS06425","HGI48_RS06075"
"group_02306","WP_042318434.1","WP_024106609.1","WP_024106609.1","DDA3937_RS14390","DZA65_RS15290","HGI48_RS14360"
"group_02307","WP_013319740.1","WP_192989598.1","WP_024107556.1","DDA3937_RS19470","DZA65_RS20680","HGI48_RS19600"
"group_02308","WP_071819880.1","WP_192988575.1","WP_026594781.1","DDA3937_RS11475","DZA65_RS11855","HGI48_RS11520"
"group_02309","WP_013317780.1","WP_029729466.1","WP_029729466.1","DDA3937_RS09995","DZA65_RS10340","HGI48_RS10005"
"group_02310","WP_013316820.1","WP_192990600.1","WP_024104946.1","DDA3937_RS05460","DZA65_RS05845","HGI48_RS05520"
"group_02311","WP_013317778.1","WP_192991197.1","WP_024108738.1","DDA3937_RS09985","DZA65_RS10330","HGI48_RS09995"
"group_02312","WP_013319980.1","WP_192989926.1","WP_024107775.1","DDA3937_RS20725","DZA65_RS00520","HGI48_RS00520"
"group_02313","WP_139348355.1","WP_192991058.1","WP_046830393.1","DDA3937_RS08895","DZA65_RS09275","HGI48_RS08970"
"group_02314","WP_013319703.1","WP_024107521.1","WP_024107521.1","DDA3937_RS19285","DZA65_RS20505","HGI48_RS19385"
"group_02315","WP_013316847.1","WP_192990617.1","WP_024104971.1","DDA3937_RS05605","DZA65_RS05975","HGI48_RS05650"
"group_02316","WP_013319484.1","WP_192989436.1","WP_024107295.1","DDA3937_RS18130","DZA65_RS19215","HGI48_RS18070"
"group_02317","WP_013317707.1","WP_192991145.1","WP_024105698.1","DDA3937_RS09615","DZA65_RS09940","HGI48_RS09630"
"group_02318","WP_022631961.1","WP_192990136.1","WP_024108142.1","DDA3937_RS02220","DZA65_RS02310","HGI48_RS02175"
"group_02319","WP_013315728.1","WP_161132086.1","WP_024104009.1","DDA3937_RS00100","DZA65_RS22240","HGI48_RS21265"
"group_02320","WP_013318189.1","WP_024106166.1","WP_024106166.1","DDA3937_RS11950","DZA65_RS12490","HGI48_RS12040"
"group_02321","WP_013316130.1","WP_192990120.1","WP_024104369.1","DDA3937_RS02115","DZA65_RS02210","HGI48_RS02085"
"group_02322","WP_013316786.1","WP_192990578.1","WP_024104917.1","DDA3937_RS05290","DZA65_RS05675","HGI48_RS05375"
"group_02323","WP_013319225.1","WP_192989281.1","WP_024107072.1","DDA3937_RS16885","DZA65_RS18030","HGI48_RS16955"
"group_02324","WP_013317863.1","WP_192991251.1","WP_024105867.1","DDA3937_RS10370","DZA65_RS10850","HGI48_RS10375"
"group_02325","WP_013318334.1","WP_192988731.1","WP_024106296.1","DDA3937_RS12630","DZA65_RS13150","HGI48_RS12695"
"group_02326","WP_013315908.1","WP_192989701.1","WP_024104165.1","DDA3937_RS00980","DZA65_RS21440","HGI48_RS20395"
"group_02327","WP_013316684.1","WP_192989942.1","WP_024107745.1","DDA3937_RS04805","DZA65_RS00670","HGI48_RS00615"
"group_02328","WP_013317724.1","WP_192991157.1","WP_024105714.1","DDA3937_RS09705","DZA65_RS10025","HGI48_RS09715"
"group_02329","WP_013320163.1","WP_192989813.1","WP_024107940.1","DDA3937_RS21600","DZA65_RS22365","HGI48_RS21385"
"group_02330","WP_013315746.1","WP_024104030.1","WP_024104030.1","DDA3937_RS00190","DZA65_RS22140","HGI48_RS21170"
"group_02331","WP_013316884.1","WP_024108463.1","WP_024108463.1","DDA3937_RS05790","DZA65_RS06165","HGI48_RS05840"
"group_02332","WP_013318213.1","WP_192988661.1","WP_024106189.1","DDA3937_RS12065","DZA65_RS12605","HGI48_RS12160"
"group_02333","WP_013319839.1","WP_161132512.1","WP_024107639.1","DDA3937_RS19950","DZA65_RS21150","HGI48_RS20105"
"group_02334","WP_013319692.1","WP_013319692.1","WP_013319692.1","DDA3937_RS19165","DZA65_RS20385","HGI48_RS19265"
"group_02335","WP_013316193.1","WP_192990166.1","WP_024108152.1","DDA3937_RS02430","DZA65_RS02495","HGI48_RS02390"
"group_02336","WP_013316359.1","WP_192990303.1","WP_024104633.1","DDA3937_RS03270","DZA65_RS03455","HGI48_RS03410"
"group_02337","WP_013319940.1","WP_192989952.1","WP_024107732.1","DDA3937_RS20535","DZA65_RS00735","HGI48_RS00680"
"group_02338","WP_013317781.1","WP_024105774.1","WP_024108740.1","DDA3937_RS10000","DZA65_RS10345","HGI48_RS10010"
"group_02339","WP_013318095.1","WP_024106067.1","WP_024106067.1","DDA3937_RS11490","DZA65_RS11870","HGI48_RS11535"
"group_02340","WP_013316035.1","WP_192990050.1","WP_024108104.1","DDA3937_RS01680","DZA65_RS01650","HGI48_RS01575"
"group_02341","WP_013316051.1","WP_192990060.1","WP_024104278.1","DDA3937_RS01760","DZA65_RS01730","HGI48_RS01655"
"group_02342","WP_013316054.1","WP_192990063.1","WP_024104280.1","DDA3937_RS01775","DZA65_RS01745","HGI48_RS01670"
"group_02343","WP_013318804.1","WP_192988994.1","WP_024106679.1","DDA3937_RS14770","DZA65_RS15650","HGI48_RS14705"
"group_02344","WP_013317854.1","WP_192991246.1","WP_024105860.1","DDA3937_RS10315","DZA65_RS10800","HGI48_RS10325"
"group_02345","WP_013317860.1","WP_024105866.1","WP_024105866.1","DDA3937_RS10355","DZA65_RS10840","HGI48_RS10365"
"group_02346","WP_013318314.1","WP_024106277.1","WP_024106277.1","DDA3937_RS12545","DZA65_RS13050","HGI48_RS12600"
"group_02347","WP_013317342.1","WP_192990879.1","WP_024105391.1","DDA3937_RS07950","DZA65_RS08300","HGI48_RS07705"
"group_02348","WP_013316264.1","WP_192990212.1","WP_024104491.1","DDA3937_RS02760","DZA65_RS02890","HGI48_RS02735"
"group_02349","WP_033111937.1","WP_192988834.1","WP_024106485.1","DDA3937_RS13485","DZA65_RS14015","HGI48_RS13530"
"group_02350","WP_033112124.1","WP_192989655.1","WP_024107618.1","DDA3937_RS19845","DZA65_RS21040","HGI48_RS20000"
"group_02351","WP_013316590.1","WP_024104739.1","WP_024104739.1","DDA3937_RS04345","DZA65_RS04260","HGI48_RS04340"
"group_02352","WP_013317235.1","WP_024105258.1","WP_024105258.1","DDA3937_RS07455","DZA65_RS07840","HGI48_RS07330"
"group_02353","WP_013316762.1","WP_192990549.1","WP_024104887.1","DDA3937_RS05175","DZA65_RS05515","HGI48_RS05175"
"group_02354","WP_033112331.1","WP_024109950.1","WP_024106139.1","DDA3937_RS11810","DZA65_RS12385","HGI48_RS11840"
"group_02355","WP_161131149.1","WP_161128589.1","WP_161128589.1","DDA3937_RS07980","DZA65_RS08330","HGI48_RS07735"
"group_02356","WP_033111832.1","WP_192991466.1","WP_024105760.1","DDA3937_RS09935","DZA65_RS10275","HGI48_RS09940"
"group_02357","WP_033112317.1","WP_192991279.1","WP_024105901.1","DDA3937_RS10555","DZA65_RS11035","HGI48_RS10555"
"group_02358","WP_013315941.1","WP_192990008.1","WP_024108090.1","DDA3937_RS01170","DZA65_RS01210","HGI48_RS01165"
"group_02359","WP_013317895.1","WP_192991274.1","WP_024105895.1","DDA3937_RS10525","DZA65_RS11005","HGI48_RS10525"
"group_02360","WP_013318594.1","WP_192990795.1","WP_103415728.1","DDA3937_RS13850","DZA65_RS07625","HGI48_RS07120"
"group_02361","WP_013317063.1","WP_024105166.1","WP_024105166.1","DDA3937_RS06695","DZA65_RS07065","HGI48_RS06710"
"group_02362","WP_013317664.1","WP_161132433.1","WP_024108711.1","DDA3937_RS09410","DZA65_RS09735","HGI48_RS09425"
"group_02363","WP_013319176.1","WP_192989251.1","WP_024107029.1","DDA3937_RS16620","DZA65_RS17780","HGI48_RS16690"
"group_02364","WP_013315835.1","WP_024104098.1","WP_024104098.1","DDA3937_RS00615","DZA65_RS21785","HGI48_RS20775"
"group_02365","WP_013316658.1","WP_161132373.1","WP_024104791.1","DDA3937_RS04665","DZA65_RS04545","HGI48_RS04625"
"group_02366","WP_013318713.1","WP_024106601.1","WP_024106601.1","DDA3937_RS14350","DZA65_RS15000","HGI48_RS14325"
"group_02367","WP_013318509.1","WP_192988833.1","WP_024106483.1","DDA3937_RS13470","DZA65_RS14000","HGI48_RS13515"
"group_02368","WP_013318893.1","WP_192989074.1","WP_024106753.1","DDA3937_RS15185","DZA65_RS16085","HGI48_RS15260"
"group_02369","WP_013316048.1","WP_192991384.1","WP_024104275.1","DDA3937_RS01745","DZA65_RS01715","HGI48_RS01640"
"group_02370","WP_013316764.1","WP_024104889.1","WP_024108432.1","DDA3937_RS05185","DZA65_RS05525","HGI48_RS05185"
"group_02371","WP_013315737.1","WP_192989798.1","WP_024108052.1","DDA3937_RS00145","DZA65_RS22190","HGI48_RS21215"
"group_02372","WP_013318051.1","WP_192988554.1","WP_024108906.1","DDA3937_RS11260","DZA65_RS11640","HGI48_RS11295"
