"","X..feature","class","assembly","assembly_unit","seq_type","chromosome","genomic_accession","start","end","strand","product_accession","non.redundant_refseq","related_accession","name","symbol","GeneID","locus_tag","feature_interval_length","product_length","attributes","COG"
"5551","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3081107,3081979,"-","","",NA,"","cheR",9734324,"DDA3937_RS13530",873,NA,"Dda3937_02778","signal transduction mechanisms"
"5552","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3081107,3081979,"-","WP_013318521.1","WP_013318521.1",NA,"protein-glutamate O-methyltransferase CheR","cheR",9734324,"DDA3937_RS13530",873,290,"","none"
"5553","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3082706,3084406,"-","","",NA,"","",9734325,"DDA3937_RS13535",1701,NA,"Dda3937_02779","signal transduction mechanisms"
"5554","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3082706,3084406,"-","WP_013318522.1","WP_013318522.1",NA,"Tar ligand binding domain-containing protein","",9734325,"DDA3937_RS13535",1701,566,"","none"
"5555","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3084524,3085021,"-","","",NA,"","cheW",9734326,"DDA3937_RS13540",498,NA,"Dda3937_02780","signal transduction mechanisms"
"5556","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3084524,3085021,"-","WP_013318523.1","WP_013318523.1",NA,"chemotaxis protein CheW","cheW",9734326,"DDA3937_RS13540",498,165,"","none"
"5557","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3085057,3087072,"-","","",NA,"","cheA",9734327,"DDA3937_RS13545",2016,NA,"Dda3937_02781","signal transduction mechanisms"
"5558","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3085057,3087072,"-","WP_193345743.1","WP_193345743.1",NA,"chemotaxis protein CheA","cheA",9734327,"DDA3937_RS13545",2016,671,"","none"
"5559","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3087090,3088220,"-","","",NA,"","motB",9734328,"DDA3937_RS13550",1131,NA,"Dda3937_02782","cell motility"
"5560","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3087090,3088220,"-","WP_013318525.1","WP_013318525.1",NA,"flagellar motor protein MotB","motB",9734328,"DDA3937_RS13550",1131,376,"","none"
"5561","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3088217,3089104,"-","","",NA,"","motA",9734329,"DDA3937_RS13555",888,NA,"Dda3937_02783","cell motility"
"5562","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3088217,3089104,"-","WP_013318526.1","WP_013318526.1",NA,"flagellar motor stator protein MotA","motA",9734329,"DDA3937_RS13555",888,295,"","none"
"5563","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3089238,3089816,"-","","",NA,"","flhC",9734330,"DDA3937_RS13560",579,NA,"Dda3937_02784","none"
"5564","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3089238,3089816,"-","WP_013318527.1","WP_013318527.1",NA,"flagellar transcriptional regulator FlhC","flhC",9734330,"DDA3937_RS13560",579,192,"","none"
"5565","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3089819,3090169,"-","","",NA,"","flhD",9734331,"DDA3937_RS13565",351,NA,"Dda3937_02785","none"
"5566","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3089819,3090169,"-","WP_013318528.1","WP_013318528.1",NA,"flagellar transcriptional regulator FlhD","flhD",9734331,"DDA3937_RS13565",351,116,"","none"
"5567","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3090792,3091946,"+","","",NA,"","",9734333,"DDA3937_RS13570",1155,NA,"Dda3937_02786","energy production and conversions"
"5568","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3090792,3091946,"+","WP_013318530.1","WP_013318530.1",NA,"iron-containing alcohol dehydrogenase","",9734333,"DDA3937_RS13570",1155,384,"","none"
"5569","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3092282,3094006,"+","","",NA,"","",9734334,"DDA3937_RS13575",1725,NA,"Dda3937_02787","signal transduction mechanisms"
"5570","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3092282,3094006,"+","WP_033111939.1","WP_033111939.1",NA,"Tar ligand binding domain-containing protein","",9734334,"DDA3937_RS13575",1725,574,"","none"
"5571","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3094066,3094266,"-","","",NA,"","dsrB",9734335,"DDA3937_RS13580",201,NA,"Dda3937_02788","none"
"5572","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3094066,3094266,"-","WP_013318532.1","WP_013318532.1",NA,"protein DsrB","dsrB",9734335,"DDA3937_RS13580",201,66,"","none"
"5573","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3094322,3094741,"-","","",NA,"","",9734336,"DDA3937_RS13585",420,NA,"Dda3937_02789","none"
"5574","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3094322,3094741,"-","WP_013318533.1","WP_013318533.1",NA,"VOC family protein","",9734336,"DDA3937_RS13585",420,139,"","none"
"5575","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3094783,3095262,"-","","",NA,"","",9734337,"DDA3937_RS13590",480,NA,"Dda3937_02790","none"
"5576","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3094783,3095262,"-","WP_033112349.1","WP_033112349.1",NA,"hypothetical protein","",9734337,"DDA3937_RS13590",480,159,"","none"
"5577","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3095686,3097122,"+","","",NA,"","",9734338,"DDA3937_RS13595",1437,NA,"Dda3937_02791","defense mechanisms"
"5578","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3095686,3097122,"+","WP_013318535.1","WP_013318535.1",NA,"EmmdR/YeeO family multidrug/toxin efflux MATE transporter","",9734338,"DDA3937_RS13595",1437,478,"","none"
"5579","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3097362,3097739,"+","","",NA,"","",9734339,"DDA3937_RS13600",378,NA,"Dda3937_02792","energy production and conversions"
"5580","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3097362,3097739,"+","WP_013318536.1","WP_013318536.1",NA,"cytochrome b562","",9734339,"DDA3937_RS13600",378,125,"","none"
"5581","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3098146,3099426,"+","","",NA,"","",9734341,"DDA3937_RS13605",1281,NA,"Dda3937_02793","none"
"5582","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3098146,3099426,"+","WP_013318538.1","WP_013318538.1",NA,"cellulase family glycosylhydrolase","",9734341,"DDA3937_RS13605",1281,426,"","none"
"5583","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3099496,3100773,"-","","",NA,"","",9734342,"DDA3937_RS13610",1278,NA,"Dda3937_02794","none"
"5584","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3099496,3100773,"-","WP_013318539.1","WP_013318539.1",NA,"pectate lyase","",9734342,"DDA3937_RS13610",1278,425,"","none"
"5585","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3101465,3101776,"+","","",NA,"","",9734344,"DDA3937_RS13615",312,NA,"Dda3937_02795","none"
"5586","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3101465,3101776,"+","WP_013318541.1","WP_013318541.1",NA,"phage holin family protein","",9734344,"DDA3937_RS13615",312,103,"","none"
"5587","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3101766,3102254,"+","","",NA,"","",9734345,"DDA3937_RS13620",489,NA,"Dda3937_02796","mobilome: prophages, transposons"
"5588","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3101766,3102254,"+","WP_013318542.1","WP_013318542.1",NA,"glycoside hydrolase family 104 protein","",9734345,"DDA3937_RS13620",489,162,"","none"
"5589","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3102251,3102691,"+","","",NA,"","",9734346,"DDA3937_RS13625",441,NA,"Dda3937_02797","none"
"5590","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3102251,3102691,"+","WP_013318543.1","WP_013318543.1",NA,"LysB family phage lysis regulatory protein","",9734346,"DDA3937_RS13625",441,146,"","none"
"5591","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3103298,3103495,"-","","",NA,"","",23677498,"DDA3937_RS13630",198,NA,"","none"
"5592","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3103298,3103495,"-","WP_033111940.1","WP_033111940.1",NA,"hypothetical protein","",23677498,"DDA3937_RS13630",198,65,"","none"
"5593","gene","tRNA","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3104039,3104125,"-","","",NA,"","",9734349,"DDA3937_RS13635",87,NA,"Dda3937_04268","none"
"5594","tRNA","","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3104039,3104125,"-","","",NA,"tRNA-Leu","",9734349,"DDA3937_RS13635",87,NA,"TAA","none"
"5595","gene","tRNA","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3104134,3104207,"-","","",NA,"","",9734350,"DDA3937_RS13640",74,NA,"Dda3937_04346","none"
"5596","tRNA","","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3104134,3104207,"-","","",NA,"tRNA-Cys","",9734350,"DDA3937_RS13640",74,NA,"GCA","none"
"5597","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3104536,3105951,"-","","",NA,"","",9734352,"DDA3937_RS13645",1416,NA,"Dda3937_04641","defense mechanisms"
"5598","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3104536,3105951,"-","WP_033111941.1","WP_033111941.1",NA,"MATE family efflux transporter","",9734352,"DDA3937_RS13645",1416,471,"","none"
"5599","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3106170,3106712,"-","","",NA,"","",9734353,"DDA3937_RS13650",543,NA,"Dda3937_03356","lipid transport and metabolism"
"5600","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3106170,3106712,"-","WP_050570267.1","WP_050570267.1",NA,"MaoC family dehydratase","",9734353,"DDA3937_RS13650",543,180,"","none"
"5601","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3106829,3107554,"-","","",NA,"","",9734354,"DDA3937_RS13655",726,NA,"Dda3937_03357","general function prediction only"
"5602","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3106829,3107554,"-","WP_013318549.1","WP_013318549.1",NA,"MBL fold metallo-hydrolase","",9734354,"DDA3937_RS13655",726,241,"","none"
"5603","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3107813,3109093,"-","","",NA,"","",9734355,"DDA3937_RS13660",1281,NA,"Dda3937_03358","secondary metabolites biosynthesis, transport, and catabolism"
"5604","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3107813,3109093,"-","WP_033112350.1","WP_033112350.1",NA,"cytochrome P450","",9734355,"DDA3937_RS13660",1281,426,"","none"
"5605","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3109228,3111834,"-","","",NA,"","",9734356,"DDA3937_RS13665",2607,NA,"Dda3937_03359","none"
"5606","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3109228,3111834,"-","WP_081441343.1","WP_081441343.1",NA,"hypothetical protein","",9734356,"DDA3937_RS13665",2607,868,"","none"
"5607","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3112148,3113602,"+","","",NA,"","",9734358,"DDA3937_RS13670",1455,NA,"Dda3937_03953","none"
"5608","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3112148,3113602,"+","WP_013318553.1","WP_013318553.1",NA,"DUF3375 domain-containing protein","",9734358,"DDA3937_RS13670",1455,484,"","none"
"5609","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3113599,3114354,"+","","",NA,"","",9734359,"DDA3937_RS13675",756,NA,"Dda3937_03954","none"
"5610","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3113599,3114354,"+","WP_013318554.1","WP_013318554.1",NA,"DUF4194 domain-containing protein","",9734359,"DDA3937_RS13675",756,251,"","none"
"5611","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3114347,3117733,"+","","",NA,"","",9734360,"DDA3937_RS13680",3387,NA,"Dda3937_03955","function unknown"
"5612","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3114347,3117733,"+","WP_202796553.1","WP_202796553.1",NA,"hypothetical protein","",9734360,"DDA3937_RS13680",3387,1128,"","none"
"5613","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3117730,3118923,"+","","",NA,"","",9734361,"DDA3937_RS13685",1194,NA,"Dda3937_03956","function unknown"
"5614","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3117730,3118923,"+","WP_013318556.1","WP_013318556.1",NA,"hypothetical protein","",9734361,"DDA3937_RS13685",1194,397,"","none"
"5615","gene","tRNA","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3119390,3119465,"-","","",NA,"","",9734362,"DDA3937_RS13690",76,NA,"Dda3937_04284","none"
"5616","tRNA","","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3119390,3119465,"-","","",NA,"tRNA-Gly","",9734362,"DDA3937_RS13690",76,NA,"GCC","none"
"5617","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3119607,3120155,"-","","",NA,"","pgsA",9734364,"DDA3937_RS13695",549,NA,"Dda3937_03958","lipid transport and metabolism"
"5618","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3119607,3120155,"-","WP_013318558.1","WP_013318558.1",NA,"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase","pgsA",9734364,"DDA3937_RS13695",549,182,"","none"
"5619","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3120213,3122045,"-","","",NA,"","uvrC",9734365,"DDA3937_RS13700",1833,NA,"Dda3937_03959","replication, recombination, and repair"
"5620","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3120213,3122045,"-","WP_013318559.1","WP_013318559.1",NA,"excinuclease ABC subunit UvrC","uvrC",9734365,"DDA3937_RS13700",1833,610,"","none"
"5621","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3122038,3122694,"-","","",NA,"","uvrY",9734366,"DDA3937_RS13705",657,NA,"Dda3937_03960","transcription"
"5622","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3122038,3122694,"-","WP_013318560.1","WP_013318560.1",NA,"UvrY/SirA/GacA family response regulator transcription factor","uvrY",9734366,"DDA3937_RS13705",657,218,"","none"
"5623","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3123345,3123569,"+","","",NA,"","",9734368,"DDA3937_RS13710",225,NA,"Dda3937_03961","none"
"5624","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3123345,3123569,"+","WP_013318562.1","WP_013318562.1",NA,"DUF2594 family protein","",9734368,"DDA3937_RS13710",225,74,"","none"
"5625","gene","tRNA","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3123902,3123977,"-","","",NA,"","",9734369,"DDA3937_RS13715",76,NA,"Dda3937_04285","none"
"5626","tRNA","","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3123902,3123977,"-","","",NA,"tRNA-Lys","",9734369,"DDA3937_RS13715",76,NA,"CTT","none"
"5627","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3124304,3125707,"+","","",NA,"","cycA",9734370,"DDA3937_RS13720",1404,NA,"Dda3937_03962","amino acid transport and metabolism"
"5628","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3124304,3125707,"+","WP_013318563.1","WP_013318563.1",NA,"D-serine/D-alanine/glycine transporter","cycA",9734370,"DDA3937_RS13720",1404,467,"","none"
"5629","gene","pseudogene","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3125783,3126049,"-","","",NA,"","",9734372,"DDA3937_RS13725",267,NA,"Dda3937_03963","none"
"5630","CDS","without_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3125783,3126049,"-","","",NA,"LysR family transcriptional regulator","",9734372,"DDA3937_RS13725",267,NA,"partial;pseudo","none"
"5631","gene","tRNA","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3126434,3126509,"+","","",NA,"","",9734373,"DDA3937_RS13730",76,NA,"Dda3937_04292","none"
"5632","tRNA","","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3126434,3126509,"+","","",NA,"tRNA-Asn","",9734373,"DDA3937_RS13730",76,NA,"GTT","none"
"5633","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3126671,3127954,"+","","",NA,"","",9734374,"DDA3937_RS13735",1284,NA,"Dda3937_00080","replication, recombination, and repair"
"5634","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3126671,3127954,"+","WP_013318565.1","WP_013318565.1",NA,"integrase arm-type DNA-binding domain-containing protein","",9734374,"DDA3937_RS13735",1284,427,"","none"
"5635","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3128109,3128420,"-","","",NA,"","",9734375,"DDA3937_RS13740",312,NA,"Dda3937_00079","function unknown"
"5636","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3128109,3128420,"-","WP_013318566.1","WP_013318566.1",NA,"DUF736 domain-containing protein","",9734375,"DDA3937_RS13740",312,103,"","none"
"5637","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3129435,3130361,"+","","",NA,"","",9734376,"DDA3937_RS13750",927,NA,"Dda3937_00100","none"
