	Dickeya_dadantii_3937	Dickeya_dianthicola_67_19	Dickeya_dianthicola_ME23	Pectobacterium_carotovorum_WPP14
group_02039	WP_033112173.1	WP_192991580.1	WP_024104007.1	WP_010298097.1
group_02040	WP_033112347.1	WP_161132693.1	WP_024106465.1	WP_010301691.1
group_02041	WP_013319088.1	WP_192989198.1	WP_024106958.1	WP_010308358.1
group_02042	WP_013318797.1	WP_192988990.1	WP_024109042.1	WP_010302921.1
group_02043	WP_013319274.1	WP_192989314.1	WP_024109167.1	WP_010305136.1
group_02044	WP_013318119.1	WP_192988594.1	WP_024106104.1	WP_010302232.1
group_02045	WP_013319574.1	WP_119875238.1	WP_024107376.1	WP_010295428.1
group_02046	WP_013316214.1	WP_192990176.1	WP_024104438.1	WP_010295460.1
group_02047	WP_042318867.1	WP_192989576.1	WP_024107499.1	WP_010309854.1
group_02048	WP_013319900.1	WP_192989976.1	WP_024107698.1	WP_010298647.1
group_02049	WP_013319316.1	WP_192989340.1	WP_024109181.1	WP_010295007.1
group_02050	WP_013316010.1	WP_024104244.1	WP_024104244.1	WP_010296644.1
group_02051	WP_033111722.1	WP_192990925.1	WP_024105452.1	WP_180890114.1
group_02052	WP_013315941.1	WP_192990008.1	WP_024108090.1	WP_010301749.1
group_02053	WP_013316227.1	WP_024104467.1	WP_024104467.1	WP_029368636.1
group_02054	WP_013319939.1	WP_024107731.1	WP_024107731.1	WP_010300736.1
group_02055	WP_013318045.1	WP_192988549.1	WP_026594778.1	WP_180781074.1
group_02056	WP_013317618.1	WP_022633266.1	WP_022633266.1	WP_010277377.1
group_02057	WP_013319702.1	WP_022635110.1	WP_022635110.1	WP_010304939.1
group_02058	WP_013318723.1	WP_192988941.1	WP_024106610.1	WP_010295410.1
group_02059	WP_033112345.1	WP_192988798.1	WP_024108883.1	WP_010297213.1
group_02060	WP_013318404.1	WP_192988773.1	WP_024106352.1	WP_010297746.1
group_02061	WP_013318448.1	WP_192988802.1	WP_024106393.1	WP_010297189.1
group_02062	WP_013316009.1	WP_192990038.1	WP_024104243.1	WP_039470335.1
group_02063	WP_013319407.1	WP_192989402.1	WP_024107230.1	WP_010295156.1
group_02064	WP_013315989.1	WP_192990032.1	WP_024104226.1	WP_010300330.1
group_02065	WP_013319014.1	WP_022634480.1	WP_022634480.1	WP_005973561.1
group_02066	WP_013316252.1	WP_161132943.1	WP_024104478.1	WP_010301517.1
group_02067	WP_033112427.1	WP_024107473.1	WP_024107473.1	WP_010283124.1
group_02068	WP_013316616.1	WP_192990452.1	WP_024108308.1	WP_010298232.1
group_02069	WP_013317776.1	WP_192991195.1	WP_024108736.1	WP_010306814.1
group_02070	WP_013315921.1	WP_024104174.1	WP_024104174.1	WP_005970339.1
group_02071	WP_013316008.1	WP_192990037.1	WP_024104242.1	WP_039470333.1
group_02072	WP_013318764.1	WP_192988967.1	WP_024106647.1	WP_010298564.1
group_02073	WP_013319535.1	WP_024107338.1	WP_024110221.1	WP_010300482.1
group_02074	WP_013317454.1	WP_161132195.1	WP_024105499.1	WP_010310061.1
group_02075	WP_013319042.1	WP_192989179.1	WP_024106920.1	WP_010299556.1
group_02076	WP_013316771.1	WP_103415848.1	WP_103415848.1	WP_039543766.1
group_02077	WP_013316182.1	WP_192990157.1	WP_103415664.1	WP_010296234.1
group_02078	WP_013318060.1	WP_161131679.1	WP_024106033.1	WP_010275549.1
group_02079	WP_013317904.1	WP_024105904.1	WP_103415873.1	WP_010296123.1
group_02080	WP_033111931.1	WP_192988788.1	WP_024108881.1	WP_010297262.1
group_02081	WP_013317980.1	WP_192991334.1	WP_024105973.1	WP_010304671.1
group_02082	WP_013317801.1	WP_024105811.1	WP_024105811.1	WP_010307916.1
group_02083	WP_033111860.1	WP_192991331.1	WP_024105969.1	WP_010295649.1
group_02084	WP_013317850.1	WP_024109903.1	WP_024105856.1	WP_010295241.1
group_02085	WP_013318371.1	WP_192988752.1	WP_024106325.1	WP_161502558.1
group_02086	WP_013316294.1	WP_192990236.1	WP_024104521.1	WP_010299490.1
group_02087	WP_013316718.1	WP_192990528.1	WP_024104845.1	WP_010282870.1
group_02088	WP_013318127.1	WP_024106112.1	WP_024106112.1	WP_010302190.1
group_02089	WP_013319748.1	WP_192989606.1	WP_024107564.1	WP_010297073.1
group_02090	WP_013316015.1	WP_024104249.1	WP_024104249.1	WP_010296656.1
group_02091	WP_013318558.1	WP_024106534.1	WP_024106534.1	WP_010279374.1
group_02092	WP_013316992.1	WP_192990690.1	WP_024105098.1	WP_010285453.1
group_02093	WP_013318731.1	WP_192988947.1	WP_024106618.1	WP_010298530.1
group_02094	WP_013316363.1	WP_192990306.1	WP_024104637.1	WP_010301821.1
group_02095	WP_013318377.1	WP_192988758.1	WP_103415908.1	WP_010308830.1
group_02096	WP_013318397.1	WP_192991506.1	WP_024106346.1	WP_010277035.1
group_02097	WP_013319280.1	WP_192989318.1	WP_024107121.1	WP_010278977.1
group_02098	WP_013316742.1	WP_192991411.1	WP_024108426.1	WP_010296369.1
group_02099	WP_033111504.1	WP_024104095.1	WP_024104095.1	WP_039474775.1
group_02100	WP_013319763.1	WP_192989617.1	WP_024107577.1	WP_010305973.1
group_02101	WP_013316280.1	WP_024104507.1	WP_024104507.1	WP_010298873.1
group_02102	WP_013318037.1	WP_192988545.1	WP_013318037.1	WP_010295267.1
group_02103	WP_013319882.1	WP_192989990.1	WP_024107679.1	WP_010298676.1
group_02104	WP_013319800.1	WP_024107605.1	WP_024109279.1	WP_010299467.1
group_02105	WP_013319548.1	WP_024107351.1	WP_024107351.1	WP_010300523.1
group_02106	WP_013319174.1	WP_192989249.1	WP_024107027.1	WP_010306943.1
group_02107	WP_013317877.1	WP_192991261.1	WP_024105878.1	WP_010295202.1
group_02108	WP_033111747.1	WP_192990843.1	WP_024108595.1	WP_161502897.1
group_02109	WP_013317002.1	WP_192990696.1	WP_024105106.1	WP_010299132.1
group_02110	WP_013318133.1	WP_024109939.1	WP_024109939.1	WP_010302169.1
group_02111	WP_013319092.1	WP_024106962.1	WP_024106962.1	WP_010286009.1
group_02112	WP_013316197.1	WP_161132285.1	WP_024108154.1	WP_010296295.1
group_02113	WP_139348335.1	WP_192991171.1	WP_099327207.1	WP_010305284.1
group_02114	WP_013318734.1	WP_192988948.1	WP_024106621.1	WP_180890148.1
group_02115	WP_013318468.1	WP_192988810.1	WP_103415899.1	WP_010305589.1
group_02116	WP_013317777.1	WP_192991196.1	WP_024108737.1	WP_010306811.1
group_02117	WP_013316587.1	WP_161132220.1	WP_024104737.1	WP_010302014.1
group_02118	WP_013319699.1	WP_024107515.1	WP_024107515.1	WP_005970265.1
group_02119	WP_033112016.1	WP_192989207.1	WP_024106971.1	WP_010295782.1
group_02120	WP_013316868.1	WP_192990626.1	WP_024108456.1	WP_010303016.1
group_02121	WP_013316038.1	WP_024104267.1	WP_024104267.1	WP_010296714.1
group_02122	WP_033112015.1	WP_024110125.1	WP_024106970.1	WP_010307201.1
group_02123	WP_013318806.1	WP_192988996.1	WP_024106681.1	WP_010302976.1
group_02124	WP_013319570.1	WP_029729747.1	WP_024109222.1	WP_029367443.1
group_02125	WP_033111697.1	WP_012770683.1	WP_024105033.1	WP_010301323.1
group_02126	WP_013318475.1	WP_192988814.1	WP_024106450.1	WP_010306119.1
group_02127	WP_033111681.1	WP_192990605.1	WP_024104953.1	WP_010299067.1
group_02128	WP_013316971.1	WP_192990675.1	WP_024105077.1	WP_010298775.1
group_02129	WP_013316831.1	WP_192990610.1	WP_024108446.1	WP_010299080.1
group_02130	WP_013316260.1	WP_161132935.1	WP_024104487.1	WP_029369013.1
group_02131	WP_013316881.1	WP_161131552.1	WP_024105002.1	WP_010303030.1
group_02132	WP_013317905.1	WP_024105905.1	WP_024105905.1	WP_010296121.1
group_02133	WP_013318193.1	WP_024106170.1	WP_024106170.1	WP_010302617.1
group_02134	WP_013319218.1	WP_024107066.1	WP_024107066.1	WP_010299807.1
group_02135	WP_013316792.1	WP_192990582.1	WP_024104923.1	WP_080726780.1
group_02136	None	WP_192991515.1	WP_024106540.1;WP_024104811.1	WP_010304761.1
group_02137	WP_013316851.1	WP_024104975.1	WP_024104975.1	WP_010304166.1
group_02138	WP_013316753.1	WP_024104878.1	WP_024104878.1	WP_010296407.1
group_02139	WP_033112390.1	WP_161133001.1	WP_026594821.1	WP_029369092.1
group_02140	WP_013316265.1	WP_024104492.1	WP_024104492.1	WP_010298842.1
group_02141	WP_013319697.1	WP_024107513.1	WP_024107513.1	WP_005970259.1
group_02142	WP_013318082.1	WP_071598754.1	WP_071598754.1	WP_071822580.1
group_02143	WP_013316660.1	WP_192990481.1	WP_103415920.1	WP_010285299.1
group_02144	WP_013316997.1	WP_024105101.1	WP_024105101.1	WP_010298821.1
group_02145	WP_013318063.1	WP_024106037.1	WP_024106037.1	WP_010299959.1
group_02146	WP_013317856.1	WP_024109904.1	WP_024105862.1	WP_029367371.1
group_02147	WP_013319802.1	WP_024107607.1	WP_024107607.1	WP_010294504.1
group_02148	WP_013318892.1	WP_192989073.1	WP_024106752.1	WP_010297144.1
group_02149	WP_013317513.1	WP_192991034.1	WP_024105541.1	WP_010297594.1
group_02150	WP_013318702.1	WP_012769140.1	WP_012769140.1	WP_010278884.1
group_02151	WP_013315999.1	WP_161132485.1	WP_024104235.1	WP_010296620.1
group_02152	WP_012767897.1	WP_024108078.1	WP_024108078.1	WP_005973334.1
group_02153	WP_013317144.1	WP_192990921.1	WP_099327164.1	WP_010303144.1
group_02154	WP_013319314.1	WP_024107149.1	WP_024107149.1	WP_010295003.1
group_02155	WP_013319526.1	WP_024107331.1	WP_024107331.1	WP_094371036.1
group_02156	WP_013316331.1	WP_192991398.1	WP_024104603.1	WP_010300030.1
group_02157	WP_013318992.1	WP_192989147.1	WP_024109098.1	WP_039508033.1
group_02158	WP_013316807.1	WP_192990590.1	WP_024104934.1	WP_010298497.1
group_02159	WP_013317481.1	WP_161142926.1	WP_024108661.1	WP_010297666.1
group_02160	WP_013317823.1	WP_192991226.1	WP_024105829.1	WP_010302652.1
group_02161	WP_013318194.1	WP_192988646.1	WP_024106171.1	WP_010302619.1
group_02162	WP_013318716.1	WP_192988938.1	WP_024106604.1	WP_010295396.1
group_02163	WP_013318873.1	WP_192989062.1	WP_024106737.1	WP_010280320.1
group_02164	WP_013318706.1	WP_192988933.1	WP_161128554.1	WP_095701943.1
group_02165	WP_013317534.1	WP_192991047.1	WP_024105559.1	WP_010294853.1
group_02166	WP_013319681.1	WP_192989577.1	WP_071598786.1	WP_010309857.1
group_02167	WP_013318439.1	WP_192988797.1	WP_024106386.1	WP_005970520.1
group_02168	WP_013316332.1	WP_192990286.1	WP_024104604.1	WP_010300031.1
group_02169	WP_013320158.1	WP_015848478.1	WP_015848478.1	WP_010300085.1
group_02170	WP_013317799.1	WP_024105809.1	WP_024105809.1	WP_010307920.1
group_02171	WP_013316075.1	WP_103415806.1	WP_103415806.1	WP_010298242.1
group_02172	WP_013319606.1	WP_192989517.1	WP_024109239.1	WP_010295611.1
group_02173	WP_013317030.1	WP_024105134.1	WP_024105134.1	WP_010299226.1
group_02174	WP_013318905.1	WP_192989082.1	WP_024106764.1	WP_010305604.1
group_02175	WP_013316878.1	WP_024105000.1	WP_024105000.1	WP_010303028.1
group_02176	WP_013319684.1	WP_024107503.1	WP_024107503.1	WP_010304912.1
group_02177	WP_013319204.1	WP_161132018.1	WP_024107053.1	WP_010305362.1
group_02178	WP_013319893.1	WP_024110309.1	WP_024110309.1	WP_010298661.1
group_02179	WP_013319227.1	WP_192991543.1	WP_024107074.1	WP_010299845.1
group_02180	WP_013319756.1	WP_013319756.1	WP_013319756.1	WP_005969451.1
group_02181	WP_033112197.1	WP_192990144.1	WP_024104400.1	WP_010296818.1
group_02182	WP_013318964.1	WP_192989130.1	WP_024106853.1	WP_010307852.1
group_02183	WP_013319380.1	WP_192989381.1	WP_024107203.1	WP_010295128.1
group_02184	WP_013319458.1	WP_192989421.1	WP_024107272.1	WP_029367877.1
group_02185	WP_013315863.1	WP_024104129.1	WP_024104129.1	WP_010308737.1
group_02186	WP_013318093.1	WP_024106065.1	WP_024106065.1	WP_010297904.1
group_02187	WP_013319047.1	WP_192989180.1	WP_024106924.1	WP_010299565.1
group_02188	WP_033112014.1	WP_192989204.1	WP_024106967.1	WP_010307191.1
group_02189	WP_013318402.1	WP_024106350.1	WP_024106350.1	WP_080762700.1
group_02190	WP_013318273.1	WP_161132107.1	WP_024106243.1	WP_010276796.1
group_02191	WP_013316973.1	WP_192990677.1	WP_024105079.1	WP_010298779.1
group_02192	WP_013316603.1	WP_192990444.1	WP_024104747.1	WP_010301917.1
group_02193	WP_013319319.1	WP_192989342.1	WP_024107154.1	WP_010295020.1
group_02194	WP_010277211.1	WP_010277211.1	WP_010277211.1	WP_010277211.1
group_02195	WP_013316029.1	WP_192990046.1	WP_024104258.1	WP_010296690.1
group_02196	WP_013318701.1	WP_192988930.1	WP_024106591.1	WP_010278881.1
group_02197	WP_033112417.1	WP_024109192.1	WP_024109192.1	WP_010300394.1
group_02198	WP_013319459.1	WP_192989422.1	WP_024107273.1	WP_010297988.1
group_02199	WP_013320112.1	WP_192989849.1	WP_024107889.1	WP_010295793.1
group_02200	WP_013320015.1	WP_024107807.1	WP_024107807.1	WP_010300824.1
group_02201	WP_012883860.1	WP_192990671.1	WP_012883860.1	WP_005976291.1
group_02202	WP_013316617.1	WP_024104756.1	WP_024104756.1	WP_010301392.1
group_02203	WP_013316941.1	WP_024105054.1	WP_024105054.1	WP_039356343.1
group_02204	WP_013316094.1	WP_192990098.1	WP_024104334.1	WP_010298272.1
group_02205	WP_033112238.1	WP_192990531.1	WP_024104849.1	WP_161502802.1
group_02206	WP_013316581.1	WP_161133130.1	WP_022632289.1	WP_010282425.1
group_02207	WP_013318801.1	WP_024106676.1	WP_024109044.1	WP_010302957.1
group_02208	WP_013317031.1	WP_161131506.1	WP_024108503.1	WP_010299229.1
group_02209	WP_013319516.1	WP_192989461.1	WP_024107321.1	WP_010299774.1
group_02210	WP_013319897.1	WP_192989978.1	WP_024107695.1	WP_010298653.1
group_02211	WP_171849359.1	WP_192991475.1	WP_024106011.1	WP_010275477.1
group_02212	WP_013318968.1	WP_024106856.1	WP_024106856.1	WP_010280087.1
group_02213	WP_013315894.1	WP_012767894.1	WP_103415861.1	WP_010281528.1
group_02214	WP_013315988.1	WP_192990031.1	WP_024104225.1	WP_010300327.1
group_02215	WP_013318765.1	WP_192988968.1	WP_024106648.1	WP_010298566.1
group_02216	WP_013317138.1	WP_192990915.1	WP_024105442.1	WP_010282535.1
group_02217	WP_013317531.1	WP_192991045.1	WP_024105557.1	WP_010294859.1
group_02218	WP_033112155.1	WP_192989902.1	WP_026594874.1	WP_162018898.1
group_02219	WP_013319917.1	WP_024107713.1	WP_024107713.1	WP_010283737.1
group_02220	WP_013319164.1	WP_013319164.1	WP_013319164.1	WP_010282559.1
group_02221	WP_013319695.1	WP_024107512.1	WP_024107512.1	WP_005970257.1
group_02222	WP_013316117.1	WP_192990114.1	WP_013316117.1	WP_029368386.1
group_02223	WP_013316086.1	WP_024104325.1	WP_024104325.1	WP_010298253.1
group_02224	WP_013316004.1	WP_192990036.1	WP_024104239.1	WP_029367653.1
group_02225	WP_013319525.1	WP_192989464.1	WP_024107330.1	WP_010306705.1
group_02226	WP_013319772.1	WP_192989622.1	WP_024107584.1	WP_010305454.1
group_02227	WP_013316980.1	WP_192990682.1	WP_024108488.1	WP_010298791.1
group_02228	WP_013318899.1	WP_024106759.1	WP_024106759.1	WP_010276040.1
group_02229	WP_013319099.1	WP_192989206.1	WP_024106969.1	WP_010307194.1
group_02230	WP_013319704.1	WP_024109255.1	WP_024109255.1	WP_010304949.1
group_02231	WP_013317675.1	WP_161132441.1	WP_024105669.1	WP_010306638.1
group_02232	WP_013318875.1	WP_161132546.1	WP_024106739.1	WP_010300924.1
group_02233	WP_013319682.1	WP_024107501.1	WP_024107501.1	WP_010309861.1
group_02234	WP_013318733.1	WP_024106620.1	WP_024106620.1	WP_010298532.1
group_02235	WP_013316089.1	WP_192990096.1	WP_024104327.1	WP_010298260.1
group_02236	WP_013319933.1	WP_161131633.1	WP_024107726.1	WP_010300748.1
group_02237	WP_013316257.1	WP_192990209.1	WP_024104484.1	WP_010308189.1
group_02238	WP_013317977.1	WP_192991332.1	WP_024105970.1	WP_010304678.1
group_02239	WP_013319587.1	WP_192989498.1	WP_103415652.1	WP_010295450.1
group_02240	WP_013317482.1	WP_024105518.1	WP_024105518.1	WP_010280924.1
group_02241	WP_013318466.1	WP_024106404.1	WP_024106404.1	WP_010305597.1
group_02242	WP_013318717.1	WP_192988939.1	WP_024106605.1	WP_010295398.1
group_02243	WP_139348297.1	WP_192988916.1	WP_024110066.1	WP_010295331.1
group_02244	WP_013316074.1	WP_192990083.1	WP_103415807.1	WP_010298235.1
group_02245	WP_013316991.1	WP_024105097.1	WP_024105097.1	WP_010285452.1
group_02246	WP_013319056.1	WP_192989183.1	WP_024106932.1	WP_010308848.1
group_02247	WP_071604567.1	WP_192989478.1	WP_116587127.1	WP_010300514.1
group_02248	WP_013316312.1	WP_024104585.1	WP_024104585.1	WP_039355275.1
group_02249	WP_013318523.1	WP_022634097.1	WP_022634097.1	WP_014915920.1
group_02250	WP_013316761.1	WP_013316761.1	WP_024104886.1	WP_170309992.1
group_02251	WP_013316745.1	WP_024104870.1	WP_024104870.1	WP_010296389.1
group_02252	WP_013318807.1	WP_024106682.1	WP_024106682.1	WP_048329249.1
group_02253	WP_013319517.1	WP_024107322.1	WP_024107322.1	WP_010299776.1
group_02254	WP_013319477.1	WP_024109198.1	WP_024109198.1	WP_029367889.1
group_02255	WP_013317484.1	WP_192991020.1	WP_024105520.1	WP_010297660.1
group_02256	WP_013319707.1	WP_013319707.1	WP_013319707.1	WP_009111198.1
group_02257	WP_013319677.1	WP_024107496.1	WP_024107496.1	WP_029369157.1
group_02258	WP_013317797.1	WP_024105807.1	WP_024105807.1	WP_010275904.1
group_02259	WP_013315731.1	WP_192989801.1	WP_024104013.1	WP_010298122.1
group_02260	WP_013316838.1	WP_192990615.1	WP_103415783.1	WP_010299103.1
group_02261	WP_012882962.1	WP_012882962.1	WP_012882962.1	WP_010285495.1
group_02262	WP_012768782.1	WP_022634507.1	WP_022634507.1	WP_005969032.1
group_02263	WP_013316895.1	WP_024105012.1	WP_024105012.1	WP_005976136.1
group_02264	WP_013315713.1	WP_161131929.1	WP_024103992.1	WP_010300101.1
group_02265	WP_033112060.1	WP_192989377.1	WP_024107191.1	WP_010295086.1
group_02266	WP_013319820.1	WP_192989658.1	WP_024107621.1	WP_010294535.1
group_02267	WP_013317845.1	WP_024105851.1	WP_024105851.1	WP_029367374.1
group_02268	WP_013316862.1	WP_161142976.1	WP_024104986.1	WP_010304571.1
group_02269	WP_013319209.1	WP_024107058.1	WP_024107058.1	WP_010305384.1
group_02270	WP_012768364.1	WP_024107284.1	WP_024107284.1	WP_010298042.1
group_02271	WP_013316103.1	WP_192990102.1	WP_024104344.1	WP_005973664.1
group_02272	WP_013319611.1	WP_192989521.1	WP_024107422.1	WP_010300970.1
group_02273	WP_013315714.1	WP_161131930.1	WP_024103993.1	WP_010300103.1
group_02274	WP_193345735.1	WP_029729326.1	WP_024105016.1	WP_010301274.1
group_02275	WP_013319011.1	WP_192989156.1	WP_024106895.1	WP_010302503.1
group_02276	WP_013316828.1	WP_024104956.1	WP_024104956.1	WP_010282064.1
group_02277	WP_013319724.1	WP_192989588.1	WP_024107543.1	WP_010277503.1
group_02278	WP_033112137.1	WP_192989953.1	WP_024107730.1	WP_010285710.1
group_02279	WP_013316302.1	WP_013316302.1	WP_013316302.1	WP_010283010.1
group_02280	WP_013316593.1	WP_024104741.1	WP_024104741.1	WP_010307164.1
group_02281	WP_013316289.1	WP_192990233.1	WP_024104516.1	WP_010298884.1
group_02282	WP_013315796.1	WP_192991573.1	WP_024104068.1	WP_010296869.1
group_02283	WP_013315943.1	WP_192990009.1	WP_024104190.1	WP_010301755.1
group_02284	WP_029456545.1	WP_192990026.1	WP_024104218.1	WP_010300311.1
group_02285	WP_013317894.1	WP_192991273.1	WP_024105894.1	WP_029368985.1
group_02286	WP_012883737.1	WP_012883737.1	WP_012883737.1	WP_010282042.1
group_02287	WP_013319841.1	WP_192989668.1	WP_024107641.1	WP_010294608.1
group_02288	WP_013316362.1	WP_192990305.1	WP_024104636.1	WP_029368427.1
group_02289	WP_013319474.1	WP_192989430.1	WP_024107286.1	WP_010298045.1
group_02290	WP_013318113.1	WP_192988589.1	WP_024106099.1	WP_010302237.1
group_02291	WP_013316759.1	WP_192990548.1	WP_024104884.1	WP_010296419.1
group_02292	WP_013316343.1	WP_192990292.1	WP_024108223.1	WP_010309327.1
group_02293	WP_012770957.1	WP_024104743.1	WP_024104743.1	WP_010301346.1
group_02294	WP_013316320.1	WP_026594639.1	WP_026594639.1	WP_010279686.1
group_02295	WP_013320052.1	WP_192989889.1	WP_024107839.1	WP_010296570.1
group_02296	WP_012883052.1	WP_024104256.1	WP_024104256.1	WP_005975488.1
group_02297	WP_013317069.1	WP_024105171.1	WP_024108515.1	WP_010296762.1
group_02298	WP_013316633.1	WP_192990462.1	WP_024104771.1	WP_010305875.1
group_02299	WP_013318323.1	WP_024106287.1	WP_024106287.1	WP_010276609.1
group_02300	WP_013316344.1	WP_192990293.1	WP_024104621.1	WP_010309329.1
group_02301	WP_033112025.1	WP_081634323.1	WP_081634323.1	WP_029368810.1
group_02302	WP_013315843.1	WP_103415857.1	WP_103415857.1	WP_010306549.1
group_02303	WP_013315887.1	WP_192989714.1	WP_024108076.1	WP_010281540.1
group_02304	WP_013319330.1	WP_192989350.1	WP_024107162.1	WP_010295028.1
group_02305	WP_013320126.1	WP_192989842.1	WP_024107898.1	WP_010302433.1
group_02306	WP_013317140.1	WP_192990917.1	WP_024105444.1	WP_010303156.1
group_02307	WP_013317832.1	WP_192991468.1	WP_024105844.1	WP_010302637.1
group_02308	WP_013318059.1	WP_024106032.1	WP_024106032.1	WP_010299945.1
group_02309	WP_013318708.1	WP_024106598.1	WP_024106598.1	WP_010278904.1
group_02310	WP_033112086.1	WP_161131789.1	WP_024107263.1	WP_010297956.1
group_02311	WP_013316049.1	WP_192990058.1	WP_026594611.1	WP_010297429.1
group_02312	WP_013315780.1	WP_024104058.1	WP_024104058.1	WP_010298197.1
group_02313	WP_013315738.1	WP_161132078.1	WP_024104023.1	WP_010298154.1
group_02314	WP_013316899.1	WP_161131543.1	WP_024105015.1	WP_010301271.1
group_02315	WP_013318901.1	WP_161132553.1	WP_024106761.1	WP_010276031.1
group_02316	WP_013316582.1	WP_192990435.1	WP_024104732.1	WP_010282427.1
group_02317	WP_013317875.1	WP_192991259.1	WP_024105876.1	WP_010295204.1
group_02318	WP_013318513.1	WP_192988835.1	WP_024106487.1	WP_029368410.1
group_02319	WP_013318879.1	WP_192989067.1	WP_024106743.1	WP_010300938.1
group_02320	WP_013316734.1	WP_192990538.1	WP_024104860.1	WP_010296343.1
group_02321	WP_013316791.1	WP_024104922.1	WP_024104922.1	WP_010298467.1
group_02322	WP_013315869.1	WP_192989721.1	WP_024104134.1	WP_010308722.1
group_02323	WP_013318365.1	WP_024106320.1	WP_024106320.1	WP_010297785.1
group_02324	WP_013318955.1	WP_161132320.1	WP_024106846.1	WP_010280064.1
